Bank  Addr  Label                                                               Size
  f8  2a9c  HuTrack.WfEnvPtr.hi                                                 0x6
  f8  2aa2  HuTrack.ArpEnvPtr.lo                                                0x6
  f8  2aa8  HuTrack.ArpEnvPtr.hi                                                0x6
  f8  2aae  HuTrack.VolEnv.idx                                                  0x6
  f8  2ab4  HuTrack.WfEnv.idx                                                   0x6
  f8  2aba  HuTrack.ArpEnv.idx                                                  0x6
  f8  2ac0  HuTrack.ArpEnv.len                                                  0x6
  f8  2ac6  HuTrack.VolEnv.len                                                  0x6
  f8  2acc  HuTrack.WfEnv.len                                                   0x6
  f8  2ad2  HuTrack.ArpEnv.repeat                                               0x6
  f8  2ad8  HuTrack.VolEnv.repeat                                               0x6
  f8  2ade  HuTrack.WfEnv.repeat                                                0x6
  f8  2ae4  HuTrack.channel.lastEnvVolume                                       0x6
  f8  2aea  HuTrack.channel.lastEnvApr                                          0x6
  f8  2af0  HuTrack.channel.lastEnvWaveform                                     0x6
  f8  2af6  HuTrack.ArpEnv.mode                                                 0x6
  f8  2afc  HuTrack.channel.proccessState                                       0x6
  f8  2b02  HuTrack.channel.panState                                            0x6
  f8  2b08  HuTrack.SFX.inProgress                                              0x6
  f8  2b0e  HuTrack.channel.ddaState                                            0x6
  f8  2b14  HuTrack.entryParse                                                  0x1
  f8  2b15  HuTrack.entryParse.extFX                                            0x6
  f8  2b1b  HuTrack.channel.rowSkip                                             0x6
  f8  2b21  HuTrack.process.temp0                                               0x1
  f8  2b22  HuTrack.process.temp1                                               0x1
  f8  2b23  HuTrack.process.temp2                                               0x1
  f8  2b24  HuTrack.process.temp3                                               0x1
  f8  2b25  HuTrack.rowIncrement                                                0x1
  f8  2b26  HuTrack.waveform.buffer                                             0x20
  f8  2b46  HuTrack.SFXstream.bnk                                               0x6
  f8  2b4c  HuTrack.SFXstream.lo                                                0x6
  f8  2b52  HuTrack.SFXstream.hi                                                0x6
  f8  2b58  HuTrack.SFXwf.bnk                                                   0x6
  f8  2b5e  HuTrack.SFXwf.lo                                                    0x6
  f8  2b64  HuTrack.SFXwf.hi                                                    0x6
  f8  2b6a  HuTrack.sfx.delay                                                   0x6
  f8  2b70  HuTrack.sfx.control                                                 0x6
  f8  2b76  HuTrack.DMA                                                         0x8
  f8  2b7e  HuSFX.inProgress                                                    0x0
  f8  2b7e  HuTrackEngine.VarEnd                                                0x6
  f8  2b84  HuSFX.stream.bnk                                                    0x6
  f8  2b8a  HuSFX.stream.lo                                                     0x6
  f8  2b90  HuSFX.stream.hi                                                     0x6
  f8  2b96  HuSFX.wf.bnk                                                        0x6
  f8  2b9c  HuSFX.wf.lo                                                         0x6
  f8  2ba2  HuSFX.wf.hi                                                         0x6
  f8  2ba8  HuSFX.delay                                                         0x6
  f8  2bae  HuSFX.control                                                       0x6
  f8  2bb4  HuSFX.DMA                                                           0x8
  f8  2bbc  HuSFXEngine.VarEnd                                                  0x0
  f8  2bbc  scroll_xl                                                           0x4
  f8  2bc0  scroll_xh                                                           0x4
  f8  2bc4  scroll_yl                                                           0x4
  f8  2bc8  scroll_yh                                                           0x4
  f8  2bcc  scroll_top                                                          0x4
  f8  2bd0  scroll_bottom                                                       0x4
  f8  2bd4  scroll_cr                                                           0x4
  f8  2bd8  s_idx                                                               0x1
  f8  2bd9  s_xl                                                                0x8
  f8  2be1  s_xh                                                                0x8
  f8  2be9  s_yl                                                                0x8
  f8  2bf1  s_yh                                                                0x8
  f8  2bf9  s_cr                                                                0x8
  f8  2c01  s_top                                                               0x9
  f8  2c0a  s_bottom                                                            0x8
  f8  2c12  s_list                                                              0x8
  f8  2c1a  s_work                                                              0x3
  f8  2c1d  rndptr                                                              0x2
  f8  2c1f  rndseed2                                                            0x2
  f8  2c21  rndn1                                                               0x1
  f8  2c22  rndn2                                                               0x1
  f8  2c23  _font_base                                                          0x2
  f8  2c25  font_color                                                          0x2
  f8  2c27  satb                                                                0x200
  f8  2e27  gfx_pal                                                             0x1
  f8  2e28  line_currx                                                          0x2
  f8  2e2a  line_curry                                                          0x2
  f8  2e2c  line_deltax                                                         0x2
  f8  2e2e  line_deltay                                                         0x2
  f8  2e30  line_error                                                          0x2
  f8  2e32  line_adjust                                                         0x2
  f8  2e34  line_xdir                                                           0x1
  f8  2e35  line_color                                                          0x1
  f8  2e36  bm_mpr4                                                             0x1
  f8  2e37  bm_error                                                            0x1
  f8  2e38  msflag                                                              0x1
  f8  2e39  msvert                                                              0x1
  f8  2e3a  mshorz                                                              0x1
  f8  2e3b  _HuTrack_Arg_Pass_EAX0_l                                            0x1
  f8  2e3c  _HuTrack_Arg_Pass_EAX0_m                                            0x1
  f8  2e3d  _HuTrack_Arg_Pass_EAX0_h                                            0x1
  f8  2e3e  _HuTrack_Arg_Pass_EAX0_u                                            0x1
  f8  2e3f  _title                                                              0x30
  f8  2e6f  _author                                                             0x30
  f8  2e9f  _chanMask                                                           0x7
  f8  2ea6  _pcmPointers                                                        0x65
  f8  2f0b  _sFXcollection                                                      0x40
  f8  2f4b  _sFXassign                                                          0x12
  f8  2f5d  huc_rodata                                                          0x0
  f8  2f5d  huc_data                                                            0x0
  f8  2f5d  __huc_rodata_end                                                    0x0
  f8  2f5d  __huc_data_end                                                      0x0
  f8  2f5d  huc_rodata_end                                                      0x0
  f8  2f5d  huc_data_end                                                        0x0
  f8  2f5d  __huc_rodata                                                        0x0
  f8  2f5d  __heap_start                                                        0x0
  f8  2f5d  __huc_data
